ICLN; SUP; SUP_NUM; MAN; MAN_NUM; PRICE; CUR; MOQ
CEA_470u_25V_THT_A001; TME; EEUFR1H471B; PANASONIC; EEUFR1H471B; 3,3; PLN; 10
CEA_470u_25V_THT_A001; TME; EEUFR1E471LB; PANASONIC; EEUFR1E471LB; 2,7; PLN; 10
CFILM_100n_310V_THT_B002; MOUS; 80-R46KI3100JHM1K; KEMET; R46KI3100JHM1K; 2,1; PLN; 1
CFILM_100n_310V_THT_B002; MOUS; 80-R46KI3100JBM1K; KEMET; R46KI3100JBM1K; 2,1; PLN; 1
CFILM_100n_310V_THT_B002; MOUS; 710-890334023023CS; WURTH; 890334023023CS; 2,2; PLN; 1
CFILM_100n_310V_THT_B002; MOUS; 710-890324023023CS; WURTH; 890324023023CS; 2,2; PLN; 1
TR_EE13_TNY284_6V4_0A6_P001; AET; custom; NN; nn; 0,0; PLN; 1
CEA_6u8_400V_THT_A001; MOUS; 710-860241375001; WURTH; 860241375001; 4,4; PLN; 10
CEA_6u8_400V_THT_A001; MOUS; 661-EKXE401ELL6R8MJC; UCH; EKXE401ELL6R8MJC5S; 2,7; PLN; 10
IC_TNY284D_SO8_A001; FAR; 3364684; POWER_INTEGRATION; TNY284DG-TL; 5,6; PLN; 10
IC_TNY284D_SO8_A001; MOUS; 869-TNY284DG-TL; POWER_INTEGRATION; TNY284DG-TL; 5,0; PLN; 10
IC_TNY284P_PDIP8_A001; FAR; 2475404; POWER_INTEGRATION; TNY284PG; 4,4; PLN; 10
IC_TNY284P_PDIP8_A001; MOUS; 869-TNY284PG; POWER_INTEGRATION; TNY284PG; 4,4; PLN; 1
IC_TNY284K_ESOP12B_A001; MOUS; 869-TNY284KG-TL; POWER_INTEGRATION; TNY284KG-TL; 6,7; PLN; 10
CR_100p_1kV_1206_C0G_A001; MOUS; 603-AC1206JKNPCBN101; YAGEO; AC1206JKNPOCBN101; 0,62; PLN; 10
CR_120p_630V_1206_C0G_A001; MOUS; 791-1206N121J631CT; WALSIN; 1206N121J631CT; 0,8; PLN; 10
R_750k_5%_1206_A001; TME; SMD1206-750K; ROYAL_OHM; 1206S4J0754T5E; 0,07; PLN; 100
R_43R_5%_1206_A001; TME; SMD1206-43R; ROYAL_OHM; 1206S4J0430T5E; 0,07; PLN; 100
R_1M_1%_0805_A001; TME; SMD0805-1M-1%; ROYAL_OHM; 0805S8F1004T5E; 0,08; PLN; 100
OCT_EL817A_SMD_A002; TME; EL817S1-A-TU; EVERLIGHT; EL817S1(A)(TU); 0,5; PLN; 25
R_8R2_0603_A001; TME; SMD0603-8R2-1%; ROYAL_OHM; 0603SAF820KT5E; 0,08; PLN; 100
LED_FILAMENT_38_WHITE6500k_A001; ALI; nn; OSRAM; nn; 1,4; PLN
LED_FILAMENT_38_RED_A001; ALI; nn; OSRAM; nn; 1,4; PLN
LED_FILAMENT_38_GREEN_A001; ALI; nn; OSRAM; nn; 1,4; PLN
LED_FILAMENT_38_BLUE_A001; ALI; nn; OSRAM; nn; 1,4; PLN
R_20R_1%_0603_A001; TME; CRCW060320R0FKTABC; VISHAY; CRCW060320R0FKTABC; 0,12; PLN; 100
R_1M5_1%_0805_A001; TME; CRCW08051M50FKTABC; VISHAY; CRCW08051M50FKTABC; 0,12; PLN; 100
R_15k_1%_0402_A001; TME; CRGCQ0402F15K; TECON; 3-2176337-9; 0,04; PLN; 100
IC_AP7370-33W5_SOT23-5_A001; FAR; 3518343; DIODES; AP7370-33W5-7; 1,5; PLN; 10
IC_NCP716BCSN33_SOT23-5_A001; FAR; 3766158; ONSEMI; NCP716BCSN330T1G; 1,6; PLN; 10
DZ_5V6_SOD323_A001; TME; PDZ5.6B-QZ; NEXPERIA; PDZ5.6B-QZ; 0,14; PLN; 25
R_91R_1%_0402_A001; TME; SMD0402-91R-1%; ROYAL_OHM; 0402WGF910JTCE; 0,06; PLN; 100
LED_IRHP_THT_TSAL6100_A001; MOUS; 782-TSAL6100; VISHAY; TSAL6100; 2,2; PLN; 1
IRREC_TSSP4P38_THT_A001; MOUS; 782-TSSP4P38; VISHAY; TSSP4P38; 7,9; PLN; 10
IC_CMT2300A_QFN16_A001; LCSC;
CR_22p_50V_C0G_0402_A001; TME; C0402C220J5GAC; KEMET; C0402C220J5GACTU; 0,04; PLN; 100
CR_24p_50V_C0G_0402_A001; MOUS; 603-CC402JRNPO9BN240; YAGEO; CC0402JRNPO9BN240; 0,07; PLN; 100
CR_6p2_50V_C0G_0402_A001; MOUS; 603-CC402CRNPO9BN6R2; YAGEO; CC0402CRNPO9BN6R2; 0,06; PLN; 100
CR_2p2_50V_C0G_0402_A001; TME; 0402N2R2C500CT; WALSIN; 0402N2R2C500CT; 0,05; PLN; 100
CR_3p6_50V_C0G_0402_A001; MOUS; 791-0402N3R6C500CT; WALSIN; 0402N3R6C500CT; 0,07; PLN; 100
LRF_100n_0A2_5%_0402_A001; MOUS; 81-LQP03TGR10J02D; MURATA; LQP03TGR10J02D; 0,09; PLN; 100
LRF_100n_0A2_5%_0402_A001; TME; LQG15HSR10J02D; MURATA; LQG15HSR10J02D; 0,09; PLN; 250
LRF_15n_0A45_5%_0402_A001; TME; LQG15HS15NJ02D; MURATA; LQG15HS15NJ02D; 0,09; PLN; 100
LRF_12n_0A45_5%_0402_A001; TME; LQG15HN12NJ02D; MURATA; LQG15HN12NJ02D; 0,09; PLN; 100
LRF_10n_0A5_5%_0402_A001; TME; LQG15HN10NJ02D; MURATA; LQG15HN10NJ02D; 0,09; PLN; 100
LRF_8n2_0A5_5%_0402_A001; TME; LQG15HS8N2J02D; MURATA; LQG15HS8N2J02D; 0,09; PLN; 100
X_26MHz_10ppm_9p_SMD3225_A001; TME; 3225-26M-SR; SR_PASSIVES; 3225-26M-SR; 2,5; PLN; 2
CR_470p_50V_C0G_0402_A001; TME; CL05C471JB5NNNC; SAMSUNG; CL05C471JB5NNNC; 0,05; PLN; 100
CEA_100u_16V_THT_A003; TME; EEUFR1C101B; PANASONIC; EEUFR1C101B; 0,3; PLN; 100
CEA_100u_16V_THT_A003; TME; EEUFR1C101; PANASONIC; EEUFR1C101; 0,5; PLN; 100
CEA_100u_16V_THT_A003; TME; EEUFR1A101B; PANASONIC; EEUFR1A101B; 0,5; PLN; 100
CEA_100u_16V_THT_A003; TME; UPV1C101MGD1TD; NICHICON; UPV1C101MGD1TD; 0,8; PLN; 100
CEA_2u2_400V_THT_A001; TME; PF2G3R3MNN0812; ELITE; PF2G3R3MNN0812; 0,4; PLN; 100
CEA_2u2_400V_THT_A001; TME; GRC00PB2R22WTNL; VISHAY; GRC00PB2R22WTNL; 0,5; PLN; 50
CR_1p_50V_C0G_0402_A001; TME; CL05C010CB5NNNC; SAMSUNG; CL05C010CB5NNNC; 0,07; PLN; 100
IC_TMC2209_QFN28_A001; MOUS; 700-TMC2209-LA-T; TRINAMIC; TMC2209-LA-T; 11,9; PLN; 10
CR_22n_50V_X7R_0603_A001; TME; 0603B223K500CT; WALSIN; 0603B223K500CT; 0,06; PLN; 100
CR_2u2_6V3_X5R_0603_A001; TME; CL10A225KQ8NNNC; SAMSUNG; CL10A225KQ8NNNC; 0,09; PLN; 100
FB_60R_5A_0805_A001; MOUS; 623-2508056007Y6; FAIR-RITE; 2508056007Y6; 0,4; PLN; 10
CR_470p_100V_C0G_0805_A001; MOUS; 710-885012007086; WURTH; 885012007086; 0,4; PLN; 10
CR_470p_100V_C0G_0805_A001; TME; C0805C471J1GAC; KEMET; C0805C471J1GACTU; 0,11; PLN; 100
CEA_100u_35V_THT_A002; TME; GF100/35; SAMXON; EGF107M1VE11RRSHP; 0,6; PLN; 20
R_0R12_0612_1W_A001; MOUS; 667-ERJ-B2CFR12V; PANASONIC; ERJ-B2CFR12V; 1,3; PLN; 10
R_0R12_2512_1W_A001; MOUS; 603-RL2512FK-070R12L; YAGEO; RL2512FK-070R12L; 2,1; PLN; 10
IC_DCDC_40V_BUCK_0A5_SOT23-6_A001; TME; BD9G101G-TR; ROHM; BD9G101G-TR; 3,9; PLN; 1
IC_DCDC_40V_BUCK_0A5_SOT23-6_A001; MOUS; 755-BD9G101G-TR; ROHM; BD9G101G-TR; 8,1; PLN; 1
IC_DCDC_40V_BUCK_0A5_SOT23-6_A001; MOUS; 755-BD9G102G-LBTR; ROHM; BD9G102G-LBTR; 8,2; PLN; 1
IC_DCDC_40V_BUCK_0A5_SOT23-6_A001; MOUS; 946-MP2456GJ-P; MPS; MP2456GJ-P; 8,5; PLN; 1
IC_DCDC_40V_BUCK_0A5_SOT23-6_A001; MOUS; 946-MP2459GJP; MPS; MP2459GJ-P; 8,5; PLN; 1
CR_2u2_50V_X7R_1206_A001; TME; CL31B225KBHNNNE; SAMSUNG; CL31B225KBHNNNE; 0,7; PLN; 10
CR_2u2_50V_X7R_1206_A001; TME; 12065C225KAT2A; KYOCERA; 12065C225KAT2A; 0,7; PLN; 10
CR_2u2_50V_X7R_1206_A001; TME; GRM31CR71H225KA; MURATA; GRM31CR71H225KA88L; 0,9; PLN; 25
LP_22u_2A8_DE1205_SMD_A001; TME; DE1205-22; FERROCORE; DLG-1005-220; 1,6; PLN; 10
DS_SS26_SOD123_A001; MOUS; 512-SS26FL; ONSEMI; SS26FL; 1,5; PLN; 10
R_62k_1%_0402_A001; TME; SMD0402-62K-1%; ROYAL_OHM; 0402WGF6202TCE; 0,05; PLN; 100
R_62k_1%_0402_A001; TME; RC0402FR-0762KL; YAGEO; RC0402FR-0762KL; 0,07; PLN; 100
R_3k9_1%_0402_A001; TME; 0402WGF3901TCE; ROYAL_OHM; 0402WGF3901TCE; 0,04; PLN; 100
R_680R_1%_0402_A001; TME; AC0402FR-07680RL; YAGEO; AC0402FR-07680RL; 0,05; PLN; 100
R_750R_1%_0402_A001; TME; SMD0402-750R-1%; ROYAL_OHM; SMD0402-750R-1%; 0,05; PLN; 100
R_750R_1%_0402_A001; TME; RC0402FR-07750RL; YAGEO; RC0402FR-07750RL; 0,05; PLN; 100
IC_XC9267C75CER-G_USP-6C_A001; FAR; 3535762; TOREX; XC9267C75CER-G; 4,6; PLN; 10
IC_XC9267C75CPR-G_SOT89-5_A001; FAR; 3535763; TOREX; XC9267C75CER-G; 7,0; PLN; 10
R_150k_1%_0402_A001; TME; CRGCQ0402F150K; TECON; 5-2176337-1; 0,04; PLN; 100
F_POLI_200mA_SMD_1812_A001; TME; SD020-30; ECE; SD020-30; 0,5; PLN; 10
F_POLI_200mA_SMD_1812_A001; TME; 0ZCG0020AF2C; BELFUSE; 0ZCG0020AF2C; 0,6; PLN; 10
IC_74HC595_TSSOP16_A002; FAR; 2425499; NXP; 74HC595PW; 2,1; PLN; 10
IC_ATSAML10D15A_QFN24_A001; MOUS; 579-ATSAML10D15A-MUT; MICROCHIP; ATSAML10D15A-MUT; 11,0; PLN; 1
IC_ATSAML10D15A_QFN32_A001; MOUS; 579-ATSAML10E14A-MU; MICROCHIP; ATSAML10E14A-MU; 11,0; PLN; 1
R_680k_1%_0402_A001; TME; SMD0402-680K-1%; ROYAL_OHM; 0402WGF6803TCE; 0,05; PLN; 100
R_680k_1%_0402_A001; TME; RC0402FR-07680KL; YAGEO; RC0402FR-07680KL; 0,05; PLN; 100
R_330k_1%_0402_A001; TME; CRCW0402330KFKTDBC; VISHAY; CRCW0402330KFKTDBC; 0,07; PLN; 100
CON_F_THT_2_5_12P_A001; DIGIKEY; 732-691382010012-ND; WURTH; 691382010012; 14,0; PLN; 1
CON_M_THT_2_5_12P_A001;
M_DIST_M3_MF_15mm_A001; TME; TFM-M3X15/DR225; DREMEC; 225X15; 0,8; PLN; 10
M_SCR_M3x6_IMB_A001; TME; B3X6/BN1593; BOSSARD; 1348663; 0,09; PLN; 200
M_DIS_3.2x3mm_A001; TME; DR315/3.2X3; DREMEC; 315/3.2X03; 0,5; PLN; 10
XTAL_CSTCR4M00G53Z-R0_A001; MOUS; 81-CSTCR4M00G53Z-R0; MURATA; CSTCR4M00G53Z-R0; 1,7; PLN; 1
CR_220n_25V_X7R_0603_A001; TME; VJ0603Y224KXXCW1BC; VISHAY; VJ0603Y224KXXCW1BC; 0,08; PLN; 100
CR_220n_25V_X7R_0603_A001; TME; CL10B224KA8NNNC; SAMSUNG; CL10B224KA8NNNC; 0,09; PLN; 100
R_510k_1%_0402_A001; TME; RC0402FR-07510KL; YAGEO; RC0402FR-07510KL; 0,07; PLN; 100
R_10R_1%_0402_A001; TME; CRGCQ0402F10R; TECON; 2176337-1; 0,04; PLN; 100
R_240R_1%_0402_A001; TME; WR04X2400FTL; WALSIN; WR04X2400FTL; 0,05; PLN; 100
R_240R_1%_0402_A001; TME; SMD0402-240R-1%; ROYAL_OHM; 0402WGF2400TCE; 0,05; PLN; 100
PIN_HEADER_1x6_2,5mm_L5,4_THT_A001; TME; ZL201-06G; CONNFLY; DS1021-1*6SF11-B; 0,24; PLN; 20
PIN_HEADER_1x5_2mm_L5,4_THT_A001; TME; ZL303-05P; CONNFLY; DS1025-01-1*5P8BV1-B; 0,4; PLN; 10
PIN_HEADER_1x6_2mm_L5,4_THT_A001; TME; ZL303-06P; CONNFLY; DS1025-01-1*6P8BV1-B; 0,5; PLN; 10
CON_USB_B_MINI_UX60SC_A001; TME; UX60SC-MB-5ST-80/C; HIROSE; UX60SC-MB-5ST(80); 2,2; PLN; 3
CON_USB_B_MINI_10033526_A001; TME; 10033526-N3212MLF/; AMPHENOL; 10033526-N3212MLF; 2,9; PLN; 5
R_0R_5%_0805_A001; TME; CRCW08050000Z0TABC; VISHAY; CRCW08050000Z0TABC; 0,06; PLN; 100
CR_100p_200V_X7R_0603_A001; TME; C1608C0G2E101JAA; TDK; C1608C0G2E101J080AA; 0,17; PLN; 100
CR_100p_200V_X7R_0603_A001; TME; C0603C101J2GACTU; KEMET; C0603C101J2GACTU; 1,1; PLN; 10
R_124k_1%_0603_A001; TME; RC0603FR-07124KL; YAGEO;  RC0603FR-07124KL; 0,15; PLN; 100
R_124k_1%_0603_A001; FAR; 2694711; MULTICOMP; MCWR06X1243FTL; 0,03; PLN; 10
CON_THT_4p_1DG308-2_54-4P_A001; TME; MPT0.5/4-2.54; PHOENIX_CONTACT; MPT 0,5/ 4-2,54 1725672; 6,2; PLN; 1
R_20k_1%_0402_A001; TME; SMD0402-20K-1%; ROYAL_OHM; 0402WGF2002TCE; 0,05; PLN; 100
R_470R_1%_0402_A001; TME; CRGCQ0402F470R; TECON; 2-2176337-1; 0,04; PLN; 100
R_470R_1%_0402_A001; TME; SMD0402-470R-1%; ROYAL_OHM; 0402WGF4700TCE; 0,05; PLN; 100
CON_DG301_5.0_3P_A001; TME; DG301-5.0-3P12; DEGSON; DG301-5.0-03P-12-00A(H); 1,3; PLN; 5
LED_PLCC2_K_BLUE_A001; TME; RF-BNRC13TS-CE; REFOND; RF-BNRC13TS-CE; 0,4; PLN; 10
LED_PLCC2_K_YELOW_A001; TME; RF-YURC13TS-AE; REFOND; RF-YURC13TS-AE; 0,4; PLN; 10
IC_SPU0410LR5H-QB_SMD_A001; MOUS; 721-SPU0410LR5H-QB; KNOWLES; SPU0410LR5H-QB; 3,80; PLN; 1
IC_CMM-2718AB-383161-TR_SMD_A001; MOUS; 490-CMM2718A383161TR; CUI; CMM-2718AB-383161-TR; 3,90; PLN; 1
CON_USB_C_REC_USB4105_A001; TME; USB4105-GF-A; GCT; USB4105-GF-A; 3,2; PLN; 2
IC_NSI8120_SO-8_A001
R_10mR_1%_2512_1W_A001; TME; LRP2512-R010-1%; VIKING; LRP12FTWRR010; 1,0; PLN; 10
R_100mR_1%_2512_3W_A001; TME; LRP2512-R100-1%; VIKING; LRP12FTDRR100; 0,8; PLN; 10
R_6k2_1%_0402_A001; TME; SMD0402-6K2-1%; ROYAL_OHM; 0402WGF6201TCE; 0,05; PLN; 100
IC_74AHC2G14_SOT363_A001; FAR; 2463875; NXP; 74HC2G14GW; 1,81; PLN; 5
RES_8MHz_SMD_0,5%_A001; TME; CSTNE8M00G550000R0; MURATA; CSTNE8M00G550000R0; 1,0; PLN; 10
RES_8MHz_SMD_0,5%_A001; TME; CSTNE8M00G520000R0; MURATA; CSTNE8M00G550000R0; 1,0; PLN; 10
RES_8MHz_SMD_0,07%_A001; TME; CSTNE8M00GH5L000R0; MURATA; CSTNE8M00GH5L000R0; 1,3; PLN; 10
R_330R_1%_0402_A001; TME; SMD0402-330R-1%; ROYAL_OHM; 0402WGF3300TCE; 0,05; PLN; 100
IC_NSI8122_SO-8_A001; LCSC; C967849; NOVOSENSE; NSi8122N1; 4,5; PLN; 1
MOD_KINKAN_V2_A001;
CON_USB_A_THT_USB-A-S-RA_A001; TME; USB-A-S-RA; ADAMTECH; USB-A-S-RA; 1,8; PLN; 2
RJ45_ETH_TR_THT_A001; TME; RJ45-TRAFO; AMPHENOL; LMJ1598824110DT39; 16,0; PLN; 1
CON_MICRO_SD_SMD_A002; TME; MEM2051-00-195-00A; GCT; MEM2051-00-195-00-A; 4,5; PLN; 1
LCM_90OHM_0A1_SMD_A001; FAR; 2913639; MURATA; DLM11SN900HY2; 0,5; PLN; 10
LCM_90OHM_0A1_SMD_A001; FAR; 3471177; MURATA; DLM11SN900HY2L; 1,0; PLN; 10
F_POLI_500mA_THT_d10e5_A001; TME; RN050-90; ECE; ERF-RN05090Z; 1,0; PLN; 5
DZ_4V3_50uA_SOD123_A001; MOUS; 833-MMSZ4687-TP; MCC; MMSZ4687-TP; 1,1; PLN; 1
DZ_4V3_50uA_SOD123_A001; FAR; 2889189; MCC; MMSZ4687-E3-08; 1,2; PLN; 5
IC_BD83070GWL_BGA12_A001; MOUS; 755-BD83070GWL-E2; ROHM; BD83070GWL-E2; 7,14; PLN; 10
IC_BD83070GWL_BGA12_A001; FAR; 3213852; ROHM; BD83070GWL-E2; 8,19; PLN; 10
IC_LP4054H_SOT23-5_A001; LCSC; C517187; LOWPOWER; LP4054HB5F; 0,0351; USD; 20
IC_LP4054H_SOT23-5_A001; LCSC; C5297627; ChipLink Tech; CL4054S; 0,023; USD; 20
IC_LP4054H_SOT23-5_A001; LCSC; C5336483; LR; LR4054-T; 0,018; USD; 50
IC_DW02C_SOT23-6_A001; LCSC; C2802263; Shenzhen Fuman Elec; DW02C; 0,066; USD; 10
IC_DW02C_SOT23-6_A001; LCSC; C479061; PUOLOP; PT8201; 0,065; USD; 10
IC_DW02C_SOT23-6_A001; LCSC; C5122490; Slkor; DW03; 0,082; USD; 5
IC_DW02C_SOT23-6_A001; LCSC; C5159055; XIN FEI HONG; FH8208C; 0,04; USD; 10
CR_10u_10V_0603_A001; TME; CL10A106MP8NNNC; SAMSUNG; CL10A106MP8NNNC; 0,11141; PLN; 1000
R_1R_0402_5%_A001; TME; 0402WGJ010JTCE; YAGEO; nn; 0,00277; PLN; 10000
BAT_LiIon_501010_A001;
CR_470n_10V_0402_X5R_A001; TME; 0402X474K100CT; WALSIN; 0402X474K100CT; 0,105l PLN; 100
CR_470n_10V_0402_X5R_A001; TME; 0402ZD474KAT2A; KIOCERA; 0402ZD474KAT2A; 0,12; PLN; 100
LP_1u5H_2A4_1008_A001; MOUS; 81-1239AS-H-1R5MP2; MURATA; 1239AS-H-1R5M=P2; 1,65; PLN; 1
IC_HE9073A30M_SOT23_A001; LCSC; C723792; HEERMICR; HE9073A30MR; 0,08; USD; 5
IC_HE9073A30M5_SOT23-5_A001; LCSC; C723788; HEERMICR; HE9073A30MR; 0,095; USD; 5
IC_ADS1291IR_VQFN-32_A001; MOUS; 595-ADS1291IRSMR; TI; ADS1291IRSMR; 38,9; PLN; 1
LED_IR_KPA3010F3C_A001; TME; KPA-3010F3C; KINGBRIGHT; KPA-3010F3C; 0,684; PLN; 25
IC_74HC595_QFN16_A002;
IC_74LV595_TSSOP16_A001; MOUS; 771-74LV595D-T; NEXPERIA; 74LV595PW,118; 2,05; PLN; 10
IC_74LV595_QFN16_A001;
IC_MT3608_SOT23-6_A001; LCSC; C84817; Aerosemi; MT3608; 0,086; USD; 5
IC_HX3608_SOT23-6_A001; LCSC; C296278; HX; HX3608; 0,141; USD; 5
IC_SX1308_SOT23-6_A001; LCSC; C78162; SX; SX1308; 0,158; USD; 5
IC_SDB628_SOT23-6_A001; LCSC; C77805; SHOUDING; SDB628; 0,22; USD; 5
IC_LN2266_SOT23-6_A001; LCSC; C145765; NATLINEAR; LN2266PB2MR-G; 0,13; USD; 5
LP_10uH_0A7_SMD_252012_A001; LCSC; C37428; Sunlord; SWPA252012S100MT; 0,035; USD; 10
TF_P_YJL2305A_SOT23_A001; TME; YJL2305A-YAN;YANGJIE TECHNOLOGY; YJL2305A; 0,19; PLN; 20
TF_P_YJL2305A_SOT23_A001; LCSC; C699306; YANGJIE TECHNOLOGY; YJL2305A; 0,055; USD; 10
TB_N_BC847C_SOT323_A001; TME; BC847CW-YAN; YANGJIE; BC847CW; 0,069; PLN; 100
DS_NSR0320_SOD-323_A001; TME; NSR0320MW2T1G; ONSEMI; NSR0320MW2T1G; 0,3; PLN; 25
IC_BQ24075_QFN16_A001; MOUS; 595-BQ24075TRGTR; TI; BQ24075TRGTR; 9,6; PLN; 10
IC_BQ27441-G1_VSON12_A001; MOUS; 595-BQ27441DRZR-G1A; TI; BQ27441DRZR-G1A; 12,3 PLN; 10
LPF_MLPF-WB55-01E3_SMD_A001; MOUS; 511-MLPF-WB55-01E3; ST; MLPF-WB55-01E3; 1,74; PLN; 1
IC_STM32WB55RG_VFQFPN68_A001; MOUS; 511-STM32WB55RGV7; ST; STM32WB55RGV7; 49; PLN; 1
IC_DA7280_QFN_A001; MOUS; 724-DA7280-00FVC; RENESAS; DA7280-00FVC; 8,10; PLN; 1
LRA_VG1040003D_A001; DIGIKEY; 1670-VG1040003D-ND; VYBRONICS; VG1040003D; 15,5; PLN; 1
IC_AD8232ACPZ_QFN-20_A001; MOUSER; 584-AD8232ACPZ-R7; AnalogDevice; AD8232ACPZ-R7; 22,00; PLN; 1
R_10M_1%_0402_A001; TME; SMD0402-10M-1%; ROYAL_OHM; 0402WGF1005TCE; 0,07; PLN; 100
R_180k_1%_0402_A001; TME; CRCW0402180KFKTDBC; VISHAY; CRCW0402180KFKTDBC; 0,057; PLN; 100
R_360k_1%_0402_A001; TME; SMD0402-360K-1%; ROYAL_OHM; 0402WGF3603TCE; 0,042; PLN; 100
R_1M_1%_0402_A001; TME; CRGCQ0402F1M0; TECON; 6-2176337-1; 0,04; PLN; 100
R_1M43_1%_0402_A001; TME; CRCW08051M43FKTABC; VISHAY; CRCW08051M43FKTABC; 0,12; PLN; 100
CR_330n_10V_0402_A001; TME; GRM155R61A334KE15D; MURATA; GRM155R61A334KE15D; 0,09; PLN; 100
CR_1n5_50V_X7R_0402_A001; TME; CL05B152KB5NNNC; SAMSUNG; CL05B152KB5NNNC; 0,056; PLN; 100
CR_100p_50V_C0G_0402_A001; TME; CC0402JRNPO9101; YAGEO; CC0402JRNPO9BN101; 0,04; PLN; 100
CR_1p2_50V_C0G_0402_A001; TME; GCM1555C1H1R2BA16D; MURATA; GCM1555C1H1R2BA16D; 0,1; PLN; 100
CR_4u7_6V3_X5R_0603_A001; TME; CL10A475MQ8NNNC; SAMSUNG; CL10A475MQ8NNNC; 0,06; PLN; 100
XTAL_NX2016SA-32M_A001; MOUS; 344-NX2016SA32S06465; NDK; NX2016SA-32M-EXS00A-CS06465; 2,45; PLN; 1
LP_10uH_0A6_0805_A001; MOUS; 710-74479777310A; WURTH; 74479777310A; 4,8; PLN; 1
LRF_3n6H_0402_A001; TME; LQG15HN3N6S02D; MURATA; LQG15HN3N6S02D; 0,09; PLN; 100
CON_USB_C_REC_USB4125_A001; FAR; 3777661; GCT; USB4125-GF-A-0190; 2,6; PLN; 10
CON_USB_C_REC_USB4125_A001; TME; USB4125-GF-A-0190; GCT; USB4125-GF-A-0190; 2,3; PLN; 3
CON_NXW-02SMDK_SMD_A001; TME; NXW-02SMDK; NINIGI; NXW-02SMDK; 2,0; PLN; 2
CON_NXW-05SMDK_SMD_A001; TME; NXW-05SMDK; NINIGI; NXW-05SMDK; 2,7; PLN; 2
CON_NXW-02PLUG_A001; TME; NXG-02; NINIGI; NXG-02; 0,15; PLN; 50
CON_NXW-05PLUG_A001; TME; NXG-05; NINIGI; NXG-05; 0,18; PLN; 50
CON_NXW-02TERMINAL_A001; TME; NXG-T; NINIGI; NXG-T; 0,65; PLN; 10
R_5k1_1%_0402_A001; TME; SMD0402-5K1-1%; ROYAL_OHM; 0402WGF5101TCE; 0,052; PLN; 100
BUZ_MAG_LET9032ES_SMD_A01; TME; LET9032ES-03L; CRE; LET9032ES-03L-2.7-16-R; 5.2; PLN; 1
LED_YE_SIDE_1_32_SMD_A01; TME; LL-S110YC-2Y; LUCKYLIGHT; LL-S110YC-2Y; 0,6; PLN; 10
LED_GR_SIDE_1_32_SMD_A01; TME; LTST-S110KGKT; LITEON; LTST-S110KGKT; 0,45; PLN; 10
LED_RD_SIDE_1_32_SMD_A01; TME; LTST-S110KRKT; LITEON; LTST-S110KRKT; 0,45; PLN; 10
R_10mR_1%_0805_A001; TME; ERJ6BWFR010V; PANASONIC; ERJ6BWFR010V; 1.2; PLN; 10
DTSV_PESD5Z5_6V2_SOD-523_A001; TME; PESD5Z5.0.115; NEXPERIA; PESD5Z5.0.115; 0,4; PLN; 10
IC_W25Q256JVEIQ_WSON-8_A001; MOUSER; 454-W25Q256JVEIQ; WINBOND; W25Q256JVEIQ; 14,0; PLN; 1
SW_TL3901_TACT_SIDE_SMD_A001; TME; TL3901AGQF180; E-SWITCH; TL3901AGQF180; 4,3; PLN; 1
SW_TL3901_TACT_SIDE_SMD_A001; MOUSER; 612-TL3901AGQF180; E-SWITCH; TL3901AGQF180; 4,3; PLN; 1
M_PL_SR_M2.2x4.5mm_A01; TME; B22X4.5/BN13577; BOSSARD; 2000059; 0,28; PLN; 200
TBD_N_PDTC114Y_SOT323_A001; TME; PDTC114YT.215; NEXPERIA; PDTC114YT,215; 0,18; PLN; 20
IC_PSRAM_64Mb_USON8_A01; MOUSER; 878-APS6404L-3SQR-ZR; APMEMORY; APS6404L-3SQR-ZR; 7,7; PLN; 1
IC_EFR32BG22C222F352_QFN32_A01; MOUS; 634-ER32BG22352GM32C; SILICON LABS; EFR32BG22C222F352GM32; 14,50; PLN; 1
XTAL_ECS384-38M4_A001; MOUS; 520-384-10-47-CKMT; ECS; ECS-384-10-47-CKM-TR; 3,0; PLN; 1
XTAL_ECS384-38M4_A001; MOUS; 520-384-10-47B2CKYTR; ECS; ECS-384-10-47B2-CKY-TR; 2,5; PLN; 1
IC_BQ27220_BGA_A01; MOUS; 595-BQ27220YZFR; TI; BQ27220YZFR; 5,2; PLN; 1
CR_1u_6V3_X7R_0402_A01; TME; CL05B105KQ5NQNC; SAMSUNG; CL05B105KQ5NQNC; 0,07; PLN; 100
IC_FAN54120UC420X_BGA_A01; MOUS; 863-FAN54120UC420X; ONSEMI; FAN54120UC420X; 3,7; PLN; 1
R_2k_1%_0402_A01; TME; SMD0402-2K-1%; ROYAL_OHM; 0402WGF2001TCE; 0,042; PLN; 100
NTC_10k_0402_A01; TME; NCP15XH103J03RC; MURATA; NCP15XH103J03RC; 0,3; PLN; 10
NTC_10k_0201_1%_A01; MOUSER; 810-NTCG063JF103FTB; TDK; NTCG063JF103FTB; 0,43; PLN; 1
NTC_10k_0201_1%_A01; MOUSER; 667-ERT-JZEG103FA; PANASONIC; ERT-JZEG103FA; 0,43; PLN; 1
NTC_10k_0201_1%_A01; MOUSER; 810-NTCG063JF103FTDS; TDK; NTCG063JF103FTDS; 0,6; PLN; 1
FB_120R_1A2_0402_A01; TME; MPZ1005S121CT000; TDK; MPZ1005S121CT000; 0,17; PLN; 100
